wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q1087022,Christopher Tufton,Christopher Tufton,male,2000-01-01,7,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928734,Minister of Health and Wellness,2020-09-07,Q1087022-2A31778A-8C1B-4B86-A2BB-BFD9E2097412
Q109928856,Aubyn Hill,Aubyn Hill,male,,,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928852,Minister without Portfolio,2020-09-07,Q109928856-466F5BD9-81AC-4A92-9C56-20FC71DA687E
Q1167006,Daryl Vaz,Daryl Vaz,male,1963-12-15,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928779,"Minister of Science, Energy and Technology",2020-09-07,Q1167006-FCC64BC7-A1A2-46A6-A890-46F007E06DAE
Q1184742,Delroy Chuck,Delroy Chuck,male,1950-12-02,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928764,Minister of Justice,2016-02-01,Q1184742-EA043091-2A0F-4F97-93F1-AAC6538991A8
Q1247437,Olivia Grange,Olivia Grange,female,1946-04-27,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928831,"Minister of Culture, Gender, Entertainment and Sport",2020-09-07,Q1247437-CB0541CC-854E-46B6-81C7-C192B395B6B4
Q1285979,Edmund Bartlett,Edmund Bartlett,male,1950-12-03,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928837,Minister of Tourism,2016-02-01,Q1285979-9EBD55BC-3F24-47A7-AF6F-6F9B0616F169
Q1627852,Horace Chang,Horace Chang,male,1952-11-10,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928706,Minister of National Security,2018-03-01,Q1627852-145C573A-A9C8-43D4-8AD7-4255F6C4536D
Q1627852,Horace Chang,Horace Chang,male,1952-11-10,11,,,Q41513836,Deputy Prime Minister of Jamaica,2020-09-01,Q1627852-40E8BE90-D536-4774-8433-0CE66370D486
Q1732780,Karl Samuda,Karl Samuda,male,1942-02-08,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928844,Minister of Labour and Social Security,2020-09-07,Q1732780-CA380819-95E4-4BFF-B67F-84F1E9CD0508
Q23304549,Fayval Williams,Fayval Williams,female,1958-05-28,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928780,"Minister of Education, Youth and Information",2020-09-13,Q23304549-37AC78C6-653B-43A8-99D2-6D32CEDE3087
Q28225536,Kamina Johnson Smith,Kamina Johnson-Smith,female,1950-01-01,7,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q24296480,Minister of Foreign Affairs and Foreign Trade,2016-03-07,Q28225536-13C2EA56-04B5-4775-96A1-819AC2F021BC
Q28837290,Pearnel Charles Jr.,Pearnel Patroe Charles Jr.,male,1978-01-01,9,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928822,"Minister of Housing, Urban Renewal, Environment and Climate Change",2016-02-25,Q28837290-F3EE5606-6F9B-4B92-8E09-D3050F49A4D6
Q505200,Andrew Michael Holness,Andrew Holness,male,1972-07-22,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q1430943,Prime Minister of Jamaica,2016-03-03,Q505200-d0a735e1-4e90-8388-e353-39c823f30c3e
Q50874870,Nigel Clarke,Nigel A. L. Clarke,male,1971-10-20,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q6866135,Minister of Finance and the Public Service,2018-03-26,Q50874870-C11C7A4E-2FBD-4E04-A3A1-10D8E9331B42
Q5264765,Desmond McKenzie,Desmond McKenzie,male,1952-12-01,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928799,Minister of Local Government and Rural Development,2016-03-07,Q5264765-D0587805-7E05-4DC9-84F8-5A2DAC0588D0
Q5416886,Everald Warmington,Everald Warmington,male,1952-01-01,9,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928852,Minister without Portfolio,2020-09-07,Q5416886-179F72A1-FEA5-4806-A6AC-37CD2E3E2FF5
Q7347755,Robert Montague,Robert Montague,male,1965-01-01,9,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928809,Minister of Transport and Mining,2020-09-07,Q7347755-94776EC9-4F54-45E8-82FE-5BC627E3102A
Q758950,Audley Shaw,Audley Shaw,male,1952-06-13,11,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928751,"Minister of Industry, Investment and Commerce",2020-09-07,Q758950-803DAE2D-E29C-40D6-88DB-35E292FDC6C4
Q87713413,Matthew Samuda,Matthew Samuda,male,,,https://opm.gov.jm/your-government/members-of-the-cabinet/,2021-12-05,Q109928852,Minister without Portfolio,2020-09-07,Q87713413-06AF52AE-8316-415E-BB03-F984AFAEF135
